Record_ID,Task_ID,Device_ID,Server_ID,Task_Type,Device_Class,Mobility_Status,Data_Size_MB,Comp_Demand_Cycles,Bandwidth_Mbps,Latency_ms,CPU_Freq_GHz,Memory_MB,Task_Offloaded,Overload_Flag,Chaos_Flag,Energy_Consumption_J,Timestamp
5894,1034,75,8,AR_VR_App,High-End,Static,1.37,867311598,16.32,45.13,4.15,30563,Yes,Yes,Yes,14.27,2024-05-11 21:44:21
5895,1809,451,2,Video_Stream,High-End,Static,2.59,725799277,84.19,41.28,2.51,15442,Yes,Yes,Yes,6.56,2024-01-25 15:48:48
5896,416,381,5,Data_Upload,High-End,Slow,1.61,4412661778,87.51,40.18,4.5,29964,Yes,Yes,Yes,15.09,2024-05-24 10:32:20
5897,957,298,6,Health_Monitor,Mid-End,Static,4.62,7956579647,15.72,12.22,2.54,28876,Yes,Yes,No,7.95,2024-04-04 17:41:31
5898,1139,305,8,Health_Monitor,Mid-End,Fast,2.01,6969265936,64.29,7.17,4.03,6213,Yes,Yes,No,11.2,2024-02-13 15:37:03
5899,84,30,2,Health_Monitor,High-End,Static,4.79,5395257580,63.46,32.26,3.6,15672,Yes,Yes,No,17.59,2024-03-26 22:29:11
5900,1617,8,9,Video_Stream,Mid-End,Static,2.9,8149500232,11.12,23.48,3.02,5590,Yes,Yes,No,3.63,2024-03-02 18:36:49
5901,1966,421,7,Video_Stream,Mid-End,Slow,3.34,591025334,40.81,45.91,4.39,18331,Yes,Yes,Yes,17.47,2024-03-10 09:04:58
5902,583,341,10,AR_VR_App,Mid-End,Slow,2.94,6118346693,97.2,20.73,5.0,8960,Yes,Yes,No,8.3,2024-04-03 04:11:15
5903,883,8,4,AR_VR_App,Mid-End,Slow,1.08,919482307,59.99,23.47,4.26,20854,Yes,Yes,No,6.8,2024-03-30 09:00:21
5904,1080,239,10,Health_Monitor,High-End,Static,2.19,6335940647,93.99,28.67,4.52,11574,Yes,Yes,No,17.35,2024-07-11 15:37:30
5905,1853,191,2,AR_VR_App,High-End,Slow,0.95,7751956872,70.81,40.84,4.78,17137,Yes,Yes,Yes,14.66,2024-03-13 17:15:14
5906,871,128,8,AR_VR_App,Low-End,Static,3.3,9257348755,12.56,17.07,3.6,21381,Yes,Yes,No,7.68,2024-07-21 03:45:08
5907,300,11,2,Health_Monitor,Low-End,Slow,2.51,5584519833,16.99,47.38,4.1,21438,Yes,Yes,Yes,14.69,2024-07-20 18:17:21
5908,222,256,2,Video_Stream,Low-End,Static,4.0,5826994013,75.0,29.3,3.83,30694,Yes,Yes,No,18.31,2024-06-27 06:35:48
5909,934,233,9,AR_VR_App,Mid-End,Static,1.49,7286084994,59.91,42.84,3.29,19305,Yes,Yes,Yes,17.73,2024-03-11 21:31:29
5910,1640,377,4,Video_Stream,Low-End,Static,1.24,1268896891,21.44,28.65,2.66,25399,Yes,Yes,No,16.61,2024-07-02 23:06:02
5911,233,186,7,Data_Upload,Mid-End,Fast,2.33,1554038201,65.27,39.74,4.64,31466,Yes,Yes,No,19.94,2024-03-01 08:21:05
5912,178,121,10,Video_Stream,Low-End,Slow,4.67,6341334934,82.93,7.31,2.76,19383,Yes,Yes,No,5.46,2024-02-22 04:49:00
5913,74,418,4,Control_Command,Mid-End,Static,3.7,2117569233,77.77,40.96,3.91,8167,Yes,Yes,Yes,15.61,2024-05-04 01:23:48
5914,1312,167,5,Control_Command,Low-End,Static,2.39,9833952645,32.15,28.58,2.58,10848,Yes,Yes,No,7.65,2024-04-02 06:59:49
5915,889,144,1,Health_Monitor,Low-End,Static,2.83,8466465579,33.24,25.22,3.84,4271,Yes,Yes,No,18.81,2024-02-29 15:31:16
5916,1370,327,10,Control_Command,Low-End,Fast,0.88,1239909630,97.11,10.02,2.64,6036,Yes,Yes,No,3.91,2024-01-27 22:26:41
5917,53,388,1,Data_Upload,Mid-End,Static,4.93,5163245606,89.87,38.37,4.27,26956,Yes,Yes,No,14.18,2024-03-14 03:18:39
5918,1456,352,10,Video_Stream,High-End,Fast,3.5,7185835430,38.65,10.9,3.98,26064,Yes,Yes,No,6.03,2024-02-05 13:50:53
5919,465,101,10,Video_Stream,Low-End,Slow,1.78,1442429418,84.16,13.65,4.3,27870,Yes,Yes,No,19.83,2024-05-06 19:06:49
5920,769,430,3,AR_VR_App,Mid-End,Static,3.14,2581595394,24.56,10.69,3.92,12367,Yes,Yes,No,11.59,2024-04-10 23:03:29
5921,1895,22,6,AR_VR_App,Low-End,Static,0.99,6106458883,27.72,5.3,4.36,5551,Yes,Yes,No,11.83,2024-03-22 08:04:28
5922,118,199,1,AR_VR_App,Mid-End,Slow,4.85,8187706075,26.31,34.79,3.42,30695,Yes,Yes,No,11.73,2024-04-18 15:30:46
5923,218,269,4,Video_Stream,High-End,Slow,1.29,2186917003,17.89,17.19,3.32,31423,Yes,Yes,No,15.78,2024-05-24 02:14:01
5924,1566,82,9,Video_Stream,Mid-End,Static,3.42,3364033540,86.92,11.73,3.74,22316,Yes,Yes,No,19.5,2024-06-01 15:32:57
5925,1801,170,2,AR_VR_App,Low-End,Slow,1.6,5301602553,62.09,19.4,3.76,22956,Yes,Yes,No,19.31,2024-07-05 01:52:50
5926,620,418,2,Video_Stream,Mid-End,Slow,3.73,4191807342,33.31,27.46,3.35,27024,Yes,Yes,No,6.58,2024-04-09 04:00:25
5927,801,13,2,Data_Upload,Low-End,Static,4.0,6793488339,86.38,27.65,3.74,18631,Yes,Yes,No,12.28,2024-03-31 13:14:14
5928,282,482,10,AR_VR_App,Low-End,Static,3.53,585748477,82.24,21.52,3.03,12073,Yes,Yes,No,12.05,2024-04-03 12:46:49
5929,1322,413,10,Control_Command,Low-End,Fast,3.27,7215723128,19.09,27.27,4.13,17880,Yes,Yes,No,4.68,2024-07-23 15:13:17
5930,714,382,7,AR_VR_App,High-End,Fast,4.52,3197559523,67.97,24.23,4.93,6591,Yes,Yes,No,14.7,2024-03-26 11:38:42
5931,1322,431,7,Control_Command,High-End,Slow,0.85,9277013287,74.97,42.02,4.01,12766,Yes,Yes,Yes,15.78,2024-02-04 06:37:02
5932,608,197,6,Health_Monitor,Low-End,Slow,1.99,5949650727,74.42,6.33,3.69,7286,Yes,Yes,No,17.71,2024-02-02 00:01:10
5933,1063,95,2,Control_Command,Mid-End,Slow,1.62,6387541997,75.08,44.06,4.76,32475,Yes,Yes,Yes,15.37,2024-02-05 11:42:37
5934,1341,267,5,Data_Upload,High-End,Static,4.95,1960126737,25.25,15.98,4.15,8371,Yes,Yes,No,4.58,2024-03-17 10:23:17
5935,1784,319,6,Video_Stream,Low-End,Static,2.25,929603435,38.36,37.48,3.24,31039,Yes,Yes,No,18.58,2024-05-22 10:12:01
5936,1327,358,6,Data_Upload,Mid-End,Slow,3.8,7696353291,85.98,23.23,4.05,8549,Yes,Yes,No,6.19,2024-06-26 03:40:07
5937,938,51,10,Health_Monitor,Low-End,Static,3.58,6171487831,90.86,18.24,4.36,31367,Yes,Yes,No,13.17,2024-05-12 06:43:47
5938,816,188,6,Data_Upload,Mid-End,Slow,1.45,3765889653,35.13,32.69,4.43,28783,Yes,Yes,No,13.79,2024-03-27 17:53:13
5939,1776,303,6,Data_Upload,Low-End,Static,1.58,502860772,12.07,39.6,2.52,27627,Yes,Yes,No,5.16,2024-04-25 12:10:15
5940,180,4,1,Health_Monitor,Mid-End,Static,1.77,2904975372,87.38,25.25,4.41,5490,Yes,Yes,No,8.51,2024-04-09 04:03:38
5941,1185,263,4,Data_Upload,Mid-End,Static,2.35,5825964743,43.94,25.99,4.5,10674,Yes,Yes,No,7.75,2024-02-16 00:29:50
5942,1179,343,1,Health_Monitor,Low-End,Static,1.55,6055896962,39.65,7.65,2.94,25160,Yes,Yes,No,14.92,2024-07-15 20:05:21
5943,1963,31,3,Video_Stream,Mid-End,Static,0.59,2552511167,41.23,46.58,4.63,23857,Yes,Yes,Yes,13.44,2024-02-25 12:03:32
5944,1181,118,2,AR_VR_App,Low-End,Static,4.46,6456194259,47.41,43.11,4.28,29715,Yes,Yes,Yes,9.89,2024-04-24 13:09:27
5945,1939,209,2,Video_Stream,Mid-End,Static,4.85,6034697475,44.04,22.91,4.05,10594,Yes,Yes,No,5.39,2024-06-21 19:15:19
5946,1746,202,6,Video_Stream,Mid-End,Static,2.04,7050611314,60.98,39.42,4.42,19259,Yes,Yes,No,15.43,2024-06-25 13:31:45
5947,384,86,1,Video_Stream,Low-End,Static,2.02,1488602130,17.1,19.1,3.13,6453,Yes,Yes,No,18.93,2024-03-23 23:40:29
5948,867,30,4,Data_Upload,Low-End,Static,0.53,1223773952,97.44,37.87,2.89,29119,Yes,Yes,No,12.6,2024-04-02 07:38:49
5949,1647,157,9,Video_Stream,Mid-End,Slow,3.56,8194165411,94.28,28.25,2.67,28319,Yes,Yes,No,18.46,2024-06-20 13:58:58
5950,284,209,3,Health_Monitor,Low-End,Fast,4.21,9777419393,94.1,25.73,3.58,29177,Yes,Yes,No,16.69,2024-02-14 03:52:21
5951,1802,43,8,Health_Monitor,High-End,Static,1.16,7751202996,89.13,7.54,3.77,12424,Yes,Yes,No,19.13,2024-02-25 22:55:17
5952,451,85,9,Health_Monitor,High-End,Fast,1.22,2065150386,69.43,48.44,2.76,14966,Yes,Yes,Yes,8.44,2024-06-25 04:22:55
5953,362,406,2,Health_Monitor,Low-End,Fast,4.06,8181177833,29.9,42.68,3.5,11902,Yes,Yes,Yes,13.56,2024-02-02 21:21:21
5954,477,176,5,Video_Stream,High-End,Slow,3.27,1369200871,14.45,40.7,3.15,8989,Yes,Yes,Yes,6.5,2024-07-08 06:56:00
5955,1168,231,6,Control_Command,Mid-End,Static,0.7,6384378449,18.94,18.72,4.71,22320,Yes,Yes,No,15.41,2024-03-12 16:13:47
5956,100,360,5,AR_VR_App,High-End,Static,3.3,3886014644,39.16,18.03,3.93,5168,Yes,Yes,No,19.72,2024-02-17 02:43:34
5957,257,432,6,Control_Command,Mid-End,Static,1.89,3980311540,55.35,30.79,2.94,30628,Yes,Yes,No,8.13,2024-06-10 22:32:14
5958,1654,368,5,Data_Upload,High-End,Fast,2.16,268782896,99.39,43.08,3.71,4157,Yes,Yes,Yes,3.65,2024-04-19 10:58:35
5959,1362,441,7,Video_Stream,Mid-End,Slow,3.96,7354167844,49.19,47.06,2.6,8977,Yes,Yes,Yes,19.53,2024-05-23 07:21:16
5960,388,150,5,Control_Command,High-End,Slow,4.15,187519171,57.22,17.1,3.62,5733,Yes,Yes,No,3.05,2024-06-07 05:35:42
5961,1989,411,5,Video_Stream,High-End,Static,2.3,3724346773,72.56,32.33,4.75,14293,Yes,Yes,No,8.87,2024-02-03 04:39:15
5962,1749,471,7,Health_Monitor,Mid-End,Slow,4.76,8381921056,26.27,37.58,3.8,8758,Yes,Yes,No,12.3,2024-03-12 15:13:35
5963,132,319,3,Data_Upload,Mid-End,Slow,2.33,8027633155,93.95,15.19,3.04,12114,Yes,Yes,No,16.18,2024-06-11 09:11:39
5964,627,260,10,Control_Command,Mid-End,Static,3.97,7253322060,57.61,23.34,4.79,31353,Yes,Yes,No,6.29,2024-06-14 12:38:46
5965,404,346,7,AR_VR_App,Mid-End,Slow,2.68,6889036848,34.86,13.44,4.85,13711,Yes,Yes,No,3.45,2024-04-25 16:19:43
5966,319,487,8,Health_Monitor,Mid-End,Static,4.54,9916622502,94.16,36.45,3.19,16361,Yes,Yes,No,14.7,2024-07-02 04:16:31
5967,467,378,5,Health_Monitor,Mid-End,Slow,4.58,7791668714,66.29,43.87,2.93,25204,Yes,Yes,Yes,4.2,2024-05-13 02:27:54
5968,803,465,4,Data_Upload,High-End,Static,0.89,5745823687,53.53,44.49,2.73,24532,Yes,Yes,Yes,6.77,2024-05-25 15:15:19
5969,116,3,2,Health_Monitor,High-End,Static,4.71,3482100118,62.21,35.15,4.43,8112,Yes,Yes,No,7.19,2024-06-05 18:20:43
5970,813,337,5,Health_Monitor,Mid-End,Slow,4.21,6332229499,77.35,20.62,4.29,4733,Yes,Yes,No,17.16,2024-01-28 06:04:40
5971,1081,235,6,Control_Command,Low-End,Slow,4.06,4081989231,23.91,34.75,4.42,7615,Yes,Yes,No,12.64,2024-06-24 09:58:53
5972,1401,424,9,Health_Monitor,Mid-End,Slow,1.4,8985582327,87.83,43.89,2.91,17080,Yes,Yes,Yes,10.4,2024-07-19 04:41:39
5973,664,339,6,Data_Upload,Low-End,Static,4.12,3493554989,96.36,33.16,4.94,29606,Yes,Yes,No,2.95,2024-04-06 01:39:16
5974,276,487,6,Video_Stream,Low-End,Static,4.33,4958855238,61.03,23.58,2.98,13379,Yes,Yes,No,11.39,2024-06-15 02:12:48
5975,498,82,6,Data_Upload,Mid-End,Static,1.8,2943308011,71.4,46.39,2.59,23182,Yes,Yes,Yes,14.97,2024-07-18 06:55:28
5976,1948,252,8,Data_Upload,Low-End,Static,4.79,2043504208,87.39,42.58,3.48,23819,Yes,Yes,Yes,19.59,2024-05-03 18:01:24
5977,505,412,6,Video_Stream,Mid-End,Slow,0.72,3965528645,43.73,44.71,3.89,19535,Yes,Yes,Yes,10.95,2024-07-16 19:23:11
5978,1190,373,1,Control_Command,Low-End,Static,1.17,8479427656,99.35,45.64,3.54,15423,Yes,Yes,Yes,12.25,2024-06-02 02:43:48
5979,152,399,1,AR_VR_App,Mid-End,Static,2.92,7186569878,71.25,22.72,3.71,7132,Yes,Yes,No,8.12,2024-03-05 15:56:16
5980,1236,307,10,AR_VR_App,Mid-End,Slow,3.09,8174781932,48.16,43.68,3.9,5080,Yes,Yes,Yes,16.78,2024-06-01 13:59:11
5981,280,154,2,Data_Upload,Low-End,Slow,3.4,5488368555,70.96,30.67,3.03,22770,Yes,Yes,No,11.96,2024-06-14 14:12:30
5982,1350,291,1,Control_Command,Low-End,Static,0.58,224804093,56.95,6.72,4.61,19148,Yes,Yes,No,9.08,2024-05-04 22:06:29
5983,1126,382,3,Control_Command,Low-End,Static,4.82,2338909704,20.05,33.61,3.17,22931,Yes,Yes,No,4.54,2024-04-01 07:32:02
5984,383,336,3,Control_Command,Low-End,Slow,0.7,6418377996,81.63,26.18,5.0,25633,Yes,Yes,No,18.11,2024-03-10 00:07:51
5985,1398,271,4,Control_Command,Low-End,Slow,1.14,8148336509,60.79,17.38,4.94,11126,Yes,Yes,No,16.52,2024-03-03 20:49:19
5986,765,389,6,Data_Upload,Mid-End,Static,0.56,5089931486,81.63,48.67,3.28,30973,Yes,Yes,Yes,6.13,2024-03-18 21:33:29
5987,281,174,10,Health_Monitor,Mid-End,Static,3.05,4288030066,23.94,7.48,3.82,30794,Yes,Yes,No,17.81,2024-07-19 00:19:21
5988,480,24,7,AR_VR_App,High-End,Slow,4.7,9331437149,58.45,47.56,4.82,27868,Yes,Yes,Yes,12.25,2024-06-02 16:34:55
5989,465,2,9,AR_VR_App,Mid-End,Static,3.5,2384999111,79.0,12.17,3.89,20571,Yes,Yes,No,15.98,2024-05-30 19:07:02
5990,1617,187,8,Video_Stream,Mid-End,Slow,4.2,5634752803,98.95,21.96,4.46,6546,Yes,Yes,No,13.9,2024-03-29 11:02:48
5991,1477,164,6,Data_Upload,Low-End,Fast,0.56,4942239885,89.6,23.78,3.67,12497,Yes,Yes,No,3.73,2024-03-19 10:47:24
5992,273,500,9,AR_VR_App,Mid-End,Static,2.94,1371072666,87.79,37.9,3.68,6320,Yes,Yes,No,6.85,2024-07-22 09:46:34
5993,1594,45,4,Data_Upload,Mid-End,Static,2.57,1624216063,32.27,14.7,3.43,5916,Yes,Yes,No,9.9,2024-06-12 04:20:11
5994,1481,496,6,Data_Upload,Mid-End,Static,2.75,7444201251,85.42,49.37,3.71,9499,Yes,Yes,Yes,4.45,2024-03-06 08:09:10
5995,1940,351,7,Control_Command,Mid-End,Static,0.82,5162140411,25.24,38.71,2.64,18567,Yes,Yes,No,9.02,2024-02-03 19:25:35
5996,514,94,2,Video_Stream,Mid-End,Static,3.58,4850684180,27.83,40.55,4.92,29543,Yes,Yes,Yes,3.13,2024-03-23 10:37:32
5997,1363,204,1,Data_Upload,Low-End,Static,2.76,6056859978,19.91,9.79,4.62,21927,Yes,Yes,No,17.96,2024-02-02 23:17:15
5998,521,123,10,AR_VR_App,Low-End,Static,3.94,2069902286,87.18,26.43,4.63,24749,Yes,Yes,No,3.26,2024-02-29 10:06:46
5999,1727,37,8,AR_VR_App,Low-End,Static,2.68,7433791101,19.74,47.55,4.2,32695,Yes,Yes,Yes,12.1,2024-02-26 09:50:46
6000,1147,118,8,Video_Stream,Low-End,Static,1.17,9930980727,22.43,17.15,2.98,15714,Yes,Yes,No,14.57,2024-02-05 23:23:22
6001,104,441,7,Data_Upload,Low-End,Fast,3.42,2370353298,32.13,11.54,3.03,28228,Yes,Yes,No,7.62,2024-03-26 07:38:41
6002,1107,341,9,Control_Command,Mid-End,Static,1.28,5967100160,61.54,26.84,2.72,11944,Yes,Yes,No,2.54,2024-06-07 04:13:48
6003,1133,140,9,Video_Stream,Low-End,Slow,4.43,106106023,89.22,46.87,4.45,21208,Yes,Yes,Yes,12.19,2024-01-23 23:36:59
6004,1144,122,3,Data_Upload,Mid-End,Static,3.26,7898784761,47.64,26.91,4.74,11731,Yes,Yes,No,10.64,2024-04-20 23:02:07
6005,1476,232,1,Video_Stream,Mid-End,Slow,1.21,8846441018,59.17,23.22,4.04,22555,Yes,Yes,No,5.77,2024-06-25 13:26:20
6006,902,229,9,Control_Command,Low-End,Static,4.83,8704931575,24.98,34.26,4.62,11544,Yes,Yes,No,4.11,2024-04-15 03:01:51
6007,1252,419,1,Health_Monitor,Mid-End,Slow,2.83,6138088800,33.94,47.16,4.76,14775,Yes,Yes,Yes,16.46,2024-07-21 19:59:54
6008,1291,406,1,Health_Monitor,Mid-End,Static,0.83,7236538630,22.05,7.21,2.87,10041,Yes,Yes,No,5.91,2024-03-30 04:51:52
6009,917,493,5,Health_Monitor,Low-End,Slow,3.32,8489729291,46.89,11.9,3.47,4315,Yes,Yes,No,9.94,2024-05-06 22:15:48
6010,1642,228,2,Control_Command,Mid-End,Slow,1.64,5459529905,63.13,10.97,2.85,11125,Yes,Yes,No,16.29,2024-04-07 11:49:10
6011,1983,373,2,Control_Command,Mid-End,Static,4.12,1156246676,35.56,8.84,3.49,17381,Yes,Yes,No,18.52,2024-02-06 22:47:25
6012,496,328,5,Video_Stream,High-End,Fast,4.18,9489795827,86.14,18.59,3.67,21580,Yes,Yes,No,9.47,2024-01-25 12:56:33
6013,217,219,7,AR_VR_App,Mid-End,Slow,4.91,8641371977,98.31,15.32,4.28,22749,Yes,Yes,No,10.65,2024-03-19 10:10:59
6014,1664,155,6,Control_Command,Mid-End,Static,2.76,3169393686,20.81,29.69,4.17,24678,Yes,Yes,No,14.94,2024-03-08 09:19:12
6015,286,356,5,Control_Command,Mid-End,Slow,2.55,5972839022,11.61,19.73,4.97,16967,Yes,Yes,No,5.18,2024-01-27 19:33:56
6016,1874,7,3,Health_Monitor,Mid-End,Static,3.89,5035716446,81.08,23.23,3.07,17730,Yes,Yes,No,17.2,2024-07-09 21:14:09
6017,985,3,9,Health_Monitor,Low-End,Static,1.1,5661567122,27.16,47.38,2.89,25039,Yes,Yes,Yes,7.26,2024-02-19 13:54:27
6018,1395,4,8,Health_Monitor,Mid-End,Static,2.96,9946856619,41.78,12.0,4.32,21974,Yes,Yes,No,9.78,2024-07-08 09:22:10
6019,661,216,3,AR_VR_App,Mid-End,Static,2.96,2627810812,45.48,22.48,4.26,7561,Yes,Yes,No,18.92,2024-07-01 23:05:39
6020,1687,264,7,Health_Monitor,Mid-End,Slow,0.9,9278235615,92.49,16.57,2.84,15621,Yes,Yes,No,19.48,2024-06-25 20:03:24
6021,1597,45,3,Health_Monitor,Low-End,Slow,2.38,340996975,69.3,29.71,4.54,17746,Yes,Yes,No,10.09,2024-03-15 16:05:58
6022,670,205,6,AR_VR_App,Low-End,Slow,4.34,2706567052,13.65,38.14,3.36,11301,Yes,Yes,No,7.2,2024-03-19 11:48:21
6023,1198,201,3,Health_Monitor,High-End,Slow,4.35,6672003650,11.33,41.76,3.68,8665,Yes,Yes,Yes,4.9,2024-03-31 07:25:28
6024,1980,404,8,Video_Stream,Low-End,Static,0.95,8880874280,27.96,28.19,4.22,29073,Yes,Yes,No,5.22,2024-06-19 22:55:49
6025,274,250,3,Video_Stream,High-End,Slow,0.91,6302098837,38.64,43.47,4.02,11866,Yes,Yes,Yes,11.43,2024-05-03 05:40:00
6026,1854,212,5,Data_Upload,Low-End,Static,1.68,2074750558,53.61,40.33,4.17,19603,Yes,Yes,Yes,14.5,2024-05-16 08:26:12
6027,1780,133,3,Video_Stream,Mid-End,Static,4.44,698196493,85.41,12.07,2.79,17389,Yes,Yes,No,8.85,2024-05-13 13:25:18
6028,1505,174,8,AR_VR_App,Mid-End,Slow,1.08,3065373218,38.33,16.04,3.22,11653,Yes,Yes,No,6.68,2024-02-29 17:26:24
6029,685,69,10,Health_Monitor,Mid-End,Static,3.74,6121527560,43.89,35.23,4.53,8784,Yes,Yes,No,2.55,2024-02-15 18:03:26
6030,1853,291,9,Data_Upload,Mid-End,Slow,0.96,7674540824,39.64,48.87,4.83,26653,Yes,Yes,Yes,7.58,2024-03-09 16:43:33
6031,59,449,6,Control_Command,Mid-End,Slow,3.3,402068396,10.81,21.93,3.53,22642,Yes,Yes,No,13.52,2024-03-10 06:24:43
6032,419,490,10,Control_Command,High-End,Static,2.1,2175798538,95.97,15.34,4.91,27770,Yes,Yes,No,15.47,2024-03-11 20:44:26
6033,1646,143,4,Video_Stream,Mid-End,Static,4.05,3287170056,22.51,44.11,4.83,22031,Yes,Yes,Yes,16.76,2024-05-27 06:34:06
6034,1430,17,10,Data_Upload,Mid-End,Static,1.55,9516936774,35.89,13.98,4.63,15512,Yes,Yes,No,11.64,2024-07-06 10:16:08
6035,1394,332,4,Control_Command,Low-End,Slow,3.38,7706024786,21.64,36.38,4.38,10674,Yes,Yes,No,18.64,2024-01-28 11:17:33
6036,920,430,5,Control_Command,Mid-End,Slow,1.56,7827671640,54.15,6.54,3.83,29967,Yes,Yes,No,16.31,2024-03-04 06:28:15
6037,1239,248,3,Control_Command,Mid-End,Fast,3.71,2114062959,93.89,5.85,3.03,11333,Yes,Yes,No,16.26,2024-05-02 22:07:48
6038,1331,228,4,Video_Stream,Mid-End,Slow,4.43,3040499254,19.06,25.32,3.14,25791,Yes,Yes,No,2.8,2024-03-11 02:31:43
6039,65,445,4,Video_Stream,Mid-End,Static,1.07,1854157070,49.68,34.54,2.9,30662,Yes,Yes,No,3.36,2024-02-28 02:37:23
6040,1423,171,1,Data_Upload,Low-End,Static,4.4,5395512239,12.01,11.41,4.62,21471,Yes,Yes,No,15.89,2024-05-11 08:55:45
6041,1904,378,1,Video_Stream,High-End,Static,3.17,2812168980,79.38,39.37,2.52,11190,Yes,Yes,No,7.81,2024-05-18 23:29:17
6042,412,335,9,Video_Stream,Low-End,Slow,1.07,2996511809,67.71,10.79,3.17,22195,Yes,Yes,No,7.44,2024-05-05 03:38:57
6043,1276,206,3,AR_VR_App,Low-End,Slow,2.42,9530378446,72.97,29.02,4.01,12560,Yes,Yes,No,7.68,2024-06-05 04:59:55
6044,298,91,5,Video_Stream,Mid-End,Fast,1.22,9343989207,52.51,18.87,4.96,32282,Yes,Yes,No,15.66,2024-01-26 21:57:54
6045,1172,114,2,Data_Upload,High-End,Slow,3.65,7821552612,91.69,38.85,3.24,6658,Yes,Yes,No,14.36,2024-02-17 13:45:28
6046,1252,22,1,Video_Stream,Low-End,Static,3.91,1633455109,46.86,41.19,3.03,9569,Yes,Yes,Yes,3.37,2024-04-30 00:45:15
6047,811,137,7,Video_Stream,Mid-End,Slow,0.98,8415429205,56.27,7.97,2.69,15772,Yes,Yes,No,16.35,2024-02-20 00:29:36
6048,720,303,10,AR_VR_App,Low-End,Static,2.78,8013438002,72.58,13.67,3.21,5111,Yes,Yes,No,10.16,2024-07-05 01:35:33
6049,1221,213,9,Data_Upload,Low-End,Static,4.17,8298312031,56.85,45.17,4.57,7427,Yes,Yes,Yes,15.46,2024-02-25 09:02:30
6050,243,3,4,Control_Command,High-End,Static,4.71,1364836603,27.04,23.7,2.83,26906,Yes,Yes,No,19.07,2024-02-13 09:44:42
6051,703,436,4,AR_VR_App,High-End,Static,2.81,2564158216,38.54,26.45,2.87,14163,Yes,Yes,No,13.64,2024-02-28 22:50:32
6052,171,287,3,Video_Stream,Low-End,Static,4.78,1480615139,18.31,12.56,2.86,14411,Yes,Yes,No,14.44,2024-06-24 00:29:29
6053,754,13,3,Health_Monitor,High-End,Slow,2.91,1203585465,48.94,49.77,2.79,14690,Yes,Yes,Yes,8.44,2024-01-25 03:52:18
6054,1487,2,2,AR_VR_App,Mid-End,Fast,2.27,7002385182,64.85,46.54,3.63,18249,Yes,Yes,Yes,13.39,2024-06-09 12:19:13
6055,258,367,3,AR_VR_App,Low-End,Static,4.32,4796966811,20.67,5.09,4.57,27661,Yes,Yes,No,15.04,2024-07-22 03:05:36
6056,472,462,5,Data_Upload,Mid-End,Static,2.72,9874352393,66.75,29.78,3.65,27703,Yes,Yes,No,7.06,2024-03-14 05:04:09
6057,1997,263,8,Control_Command,High-End,Static,2.62,981044603,90.36,44.25,3.86,22549,Yes,Yes,Yes,8.29,2024-05-24 20:29:34
6058,151,285,8,Control_Command,Mid-End,Fast,2.71,8403769836,40.4,24.37,3.93,18920,Yes,Yes,No,4.07,2024-05-15 05:56:23
6059,908,388,5,Control_Command,High-End,Static,4.31,443351312,29.98,24.66,3.46,24087,Yes,Yes,No,15.91,2024-04-10 12:04:43
6060,1454,132,1,AR_VR_App,Mid-End,Static,4.24,3160857550,90.37,22.07,3.35,32473,Yes,Yes,No,13.49,2024-05-24 05:37:32
6061,1406,344,10,Health_Monitor,Low-End,Static,2.32,532358820,72.28,6.3,4.08,17930,Yes,Yes,No,9.22,2024-03-25 02:02:03
6062,1441,234,2,Data_Upload,Mid-End,Static,2.0,2008629906,19.49,40.56,3.38,14291,Yes,Yes,Yes,11.83,2024-06-10 09:44:16
6063,1324,405,8,Health_Monitor,Mid-End,Static,2.71,9930427020,46.73,25.56,2.79,30279,Yes,Yes,No,14.35,2024-07-01 19:47:32
6064,237,243,10,Control_Command,Mid-End,Static,3.08,1234681275,70.67,28.9,4.66,27548,Yes,Yes,No,5.71,2024-02-23 00:46:19
6065,1177,173,9,AR_VR_App,High-End,Static,1.57,6781665627,61.69,16.51,3.97,5832,Yes,Yes,No,14.35,2024-02-03 03:44:36
6066,1315,383,7,Control_Command,Mid-End,Fast,4.07,3862410323,65.67,40.29,4.57,8229,Yes,Yes,Yes,13.5,2024-06-10 10:48:14
6067,419,412,9,Health_Monitor,Mid-End,Slow,2.69,8938809305,61.04,40.72,3.69,32197,Yes,Yes,Yes,13.83,2024-02-18 18:37:28
6068,577,486,9,Control_Command,High-End,Static,2.0,508491669,81.83,29.88,4.11,19419,Yes,Yes,No,8.19,2024-05-08 05:09:50
6069,1451,264,6,Video_Stream,Low-End,Slow,0.98,1883906391,38.84,45.71,4.8,26713,Yes,Yes,Yes,5.14,2024-01-23 08:10:01
6070,1476,42,6,Data_Upload,Mid-End,Static,1.57,7682354322,73.76,10.21,4.37,21080,Yes,Yes,No,9.35,2024-01-29 08:15:10
6071,762,145,7,Health_Monitor,Low-End,Slow,4.77,4745054558,99.2,40.4,3.38,25215,Yes,Yes,Yes,4.14,2024-05-11 14:01:52
6072,1214,393,1,Video_Stream,Mid-End,Fast,1.87,273515302,45.1,30.14,3.32,21939,Yes,Yes,No,5.36,2024-02-29 12:51:49
6073,159,494,9,Control_Command,Mid-End,Fast,1.26,7529973919,81.19,15.4,3.18,11141,Yes,Yes,No,12.19,2024-07-08 10:26:37
